pickup_hour,day_of_week,weather_condition,pickup_zone,vehicle_type,distance_km,passenger_count,surge_multiplier,fare_amount
3,Monday,Snowy,Downtown,UberX,1.0,3.0,1.3,4.46
0,Thursday,Clear,Mall,UberXL,12.37,2.0,1.0,20.92
22,Saturday,Foggy,Downtown,Uber Pool,2.99,1.0,1.2,5.71
17,Monday,Snowy,University,UberXL,7.11,3.0,,26.91
12,Thursday,Snowy,Downtown,UberX,1.0,4.0,1.3,7.43
1,Tuesday,Clear,Airport,UberX,10.06,4.0,1.0,19.54
8,Wednesday,Clear,Suburb,UberX,6.03,,1.4,13.59
20,Friday,Rainy,University,UberX,10.33,1.0,2.21,32.7
1,Friday,Clear,Suburb,Uber Black,,4.0,1.2,34.9
8,Tuesday,Clear,Mall,UberX,1.0,1.0,1.4,3.0
0,Saturday,Clear,University,UberX,6.9,1.0,1.2,9.69
10,Monday,Clear,Airport,UberXL,8.4,1.0,1.0,20.78
2,Wednesday,Clear,Suburb,Uber Black,5.82,2.0,1.0,
19,Sunday,Clear,Downtown,UberXL,1.61,,1.6,5.89
22,Thursday,Clear,Downtown,Uber Black,12.7,1.0,1.0,32.28
3,Tuesday,Clear,Downtown,UberXL,47.8,1.0,1.0,85.43
17,Wednesday,Rainy,University,Uber Black,27.86,2.0,1.84,119.72
22,Wednesday,Clear,Airport,UberXL,12.02,4.0,1.0,26.75
5,Saturday,Clear,Airport,UberX,4.33,3.0,1.2,11.11
2,Thursday,Foggy,Airport,UberX,3.29,4.0,1.0,9.23
21,Wednesday,Snowy,Suburb,Uber Pool,1.0,4.0,1.3,3.63
10,Saturday,Snowy,University,Uber Pool,4.31,4.0,1.56,10.75
14,Monday,Foggy,Downtown,Uber Black,1.36,2.0,1.0,9.35
21,Saturday,Clear,Suburb,Uber Black,2.35,,1.2,9.3
4,Monday,Rainy,Airport,UberX,17.8,3.0,1.15,34.34
19,Monday,Clear,Downtown,UberXL,27.67,1.0,1.6,76.93
9,Sunday,,University,Uber Pool,23.74,4.0,1.61,39.53
11,Sunday,Clear,Mall,Uber Pool,1.72,2.0,1.0,4.14
14,Wednesday,Rainy,Airport,UberX,18.49,4.0,1.15,35.8
16,Saturday,Clear,Airport,UberX,1.22,4.0,1.2,4.45
9,Sunday,Clear,Airport,UberX,5.67,3.0,1.4,14.23
5,Monday,Rainy,Airport,UberX,8.26,3.0,1.15,15.82
17,Sunday,Clear,Downtown,UberX,4.97,2.0,1.6,14.21
12,Thursday,Clear,University,UberXL,24.27,2.0,1.0,39.21
2,Wednesday,Clear,Suburb,UberX,3.24,2.0,1.0,7.05
23,Saturday,Clear,Downtown,Uber Black,6.0,2.0,1.2,17.65
9,Saturday,Clear,University,Uber Black,1.0,2.0,1.68,8.3
13,Friday,Foggy,Suburb,Uber Black,15.3,1.0,1.2,
5,Saturday,,Airport,Uber Black,,1.0,1.2,17.99
2,Wednesday,Clear,University,UberXL,9.65,2.0,1.0,19.0
15,Thursday,Clear,Airport,Uber Black,9.17,2.0,1.0,30.52
6,Saturday,Rainy,University,UberX,9.02,1.0,1.38,20.95
19,Friday,,Mall,Uber Pool,5.66,3.0,2.21,15.49
13,Wednesday,Rainy,Airport,UberX,2.6,1.0,,8.09
8,Monday,Rainy,Airport,Uber Pool,7.85,2.0,1.61,16.86
14,Tuesday,Foggy,Airport,UberX,26.12,3.0,1.0,43.98
20,Tuesday,Foggy,Downtown,UberX,14.36,,1.6,34.37
2,Monday,Rainy,Suburb,UberX,1.0,4.0,1.15,3.3
1,Sunday,Clear,Airport,UberXL,1.0,3.0,,4.68
1,Saturday,Rainy,Airport,UberX,5.53,2.0,1.38,13.26
2,Tuesday,Clear,Downtown,UberXL,11.96,1.0,1.0,24.85
17,Sunday,Rainy,Downtown,Uber Black,3.01,2.0,1.84,16.65
13,Tuesday,Foggy,Mall,UberX,9.66,1.0,1.0,12.19
19,Monday,Rainy,University,UberXL,21.5,3.0,1.84,69.47
17,Saturday,Foggy,Airport,UberX,4.91,1.0,1.92,16.91
9,Saturday,Clear,University,UberXL,2.24,3.0,1.68,9.01
1,Sunday,Clear,Downtown,UberXL,19.98,2.0,1.0,
21,Monday,Clear,Downtown,UberX,5.11,1.0,1.0,11.22
0,Sunday,Foggy,Mall,Uber Pool,4.19,3.0,1.0,5.29
3,Saturday,Foggy,Suburb,UberXL,3.49,3.0,1.2,12.39
13,Saturday,Rainy,Downtown,Uber Black,4.4,3.0,1.38,17.42
0,Wednesday,Rainy,Airport,Uber Black,8.96,4.0,1.15,31.53
13,Sunday,Rainy,Mall,Uber Pool,4.55,3.0,,7.88
15,Wednesday,Snowy,Suburb,UberX,3.14,2.0,1.3,7.86
21,Monday,Foggy,Mall,UberX,10.89,,1.0,18.54
13,Thursday,Rainy,Downtown,UberX,1.81,2.0,1.15,5.94
19,Tuesday,Rainy,Suburb,Uber Pool,1.8,3.0,1.84,3.0
2,Wednesday,,University,UberX,9.54,,1.0,13.57
2,Tuesday,Rainy,Suburb,Uber Pool,16.12,3.0,1.15,20.4
8,Friday,Clear,Airport,UberX,2.21,3.0,1.68,8.03
5,Monday,,University,UberX,1.7,,1.0,3.89
12,Thursday,Foggy,University,UberX,8.88,4.0,1.0,12.68
20,Friday,Clear,Airport,UberXL,7.76,1.0,1.92,32.11
1,Friday,Snowy,University,Uber Pool,4.74,2.0,1.56,9.87
7,Saturday,Clear,Downtown,UberX,1.0,4.0,1.68,3.72
20,Friday,Clear,Suburb,UberXL,1.0,2.0,1.92,7.59
1,Monday,Clear,Suburb,UberX,12.02,4.0,1.0,15.68
3,Wednesday,Clear,Airport,UberXL,4.81,1.0,,10.55
14,Monday,Clear,Downtown,UberX,15.61,1.0,1.0,23.08
3,Wednesday,Clear,University,UberX,6.84,1.0,1.0,8.06
12,Friday,Clear,Suburb,UberXL,7.71,1.0,1.2,13.69
11,Friday,Clear,Suburb,UberXL,21.77,3.0,1.2,45.24
12,Thursday,Clear,Suburb,UberX,1.44,2.0,,4.31
13,Wednesday,Rainy,Suburb,UberX,6.26,2.0,1.15,8.01
19,Friday,Clear,Mall,UberXL,1.0,2.0,1.92,5.71
17,Saturday,Rainy,Airport,Uber Black,3.56,3.0,2.21,24.54
5,Tuesday,,University,Uber Pool,1.28,2.0,1.15,3.0
10,Thursday,Clear,University,Uber Black,1.66,1.0,1.0,7.43
1,Monday,Snowy,Airport,Uber Pool,21.84,2.0,1.3,38.0
22,Thursday,,Downtown,UberX,7.55,2.0,1.15,16.85
18,Tuesday,,Airport,UberX,,,1.84,54.14
18,Wednesday,Clear,Suburb,UberX,4.69,3.0,1.6,
4,Monday,Rainy,Suburb,UberX,7.28,1.0,1.15,15.21
18,Monday,Foggy,Airport,UberXL,1.0,1.0,1.6,6.21
1,Wednesday,,,Uber Black,5.07,1.0,1.0,16.49
9,Sunday,Clear,University,UberX,6.64,,1.4,13.23
1,Sunday,Clear,University,UberXL,1.0,1.0,1.0,5.01
10,Thursday,Rainy,Mall,UberXL,12.47,1.0,1.15,
17,Friday,Clear,Mall,UberXL,2.8,4.0,,
23,Sunday,Rainy,Suburb,UberX,,2.0,1.15,7.07
14,Thursday,Clear,Mall,Uber Black,6.14,4.0,1.0,14.74
8,Sunday,Foggy,Mall,UberX,38.83,3.0,1.4,68.2
22,Tuesday,Clear,Downtown,Uber Pool,1.0,2.0,1.0,6.11
18,Saturday,Clear,Airport,Uber Pool,6.48,4.0,,16.65
8,Friday,Rainy,,UberX,6.05,3.0,1.93,15.65
2,Thursday,Clear,Mall,UberX,1.0,4.0,1.0,5.3
20,Saturday,Clear,University,Uber Black,8.04,3.0,1.92,37.5
8,Saturday,Clear,Mall,UberX,2.7,1.0,1.68,5.42
13,Sunday,Clear,Mall,UberX,1.0,1.0,1.0,4.61
18,Wednesday,Foggy,Suburb,Uber Pool,1.57,2.0,1.6,4.43
6,Tuesday,Foggy,Downtown,UberX,13.88,,,20.46
15,Tuesday,Clear,Airport,UberX,1.0,4.0,1.0,5.17
15,Tuesday,Clear,Airport,UberXL,5.03,3.0,1.0,14.2
0,Friday,Clear,Suburb,UberX,1.74,2.0,1.2,
3,Monday,Rainy,Suburb,UberX,1.42,1.0,1.15,4.64
3,Friday,Clear,Airport,UberXL,1.84,4.0,1.2,4.76
6,Thursday,Clear,Airport,UberX,5.43,,1.0,10.59
7,Saturday,Clear,Downtown,UberXL,2.17,1.0,1.68,7.6
16,Saturday,Rainy,Mall,Uber Pool,,1.0,1.38,3.43
4,Monday,Clear,Downtown,Uber Pool,12.93,1.0,1.0,14.69
6,Thursday,Foggy,Airport,UberX,6.21,3.0,1.0,11.91
19,Monday,Clear,Mall,UberX,1.36,3.0,,3.0
19,Saturday,,Airport,UberXL,5.1,1.0,1.92,20.89
3,Sunday,,Downtown,UberXL,1.0,3.0,1.0,3.93
5,Friday,Clear,Downtown,Uber Pool,,1.0,1.2,13.0
6,Tuesday,Clear,Downtown,UberXL,3.33,1.0,1.0,9.46
17,Saturday,Clear,Mall,UberX,1.0,1.0,1.92,5.45
4,Wednesday,Clear,University,UberX,1.62,3.0,1.0,3.65
19,Tuesday,,University,Uber Black,3.39,2.0,1.6,13.61
2,Saturday,Clear,Airport,Uber Pool,13.14,2.0,1.2,21.89
6,Friday,Snowy,Mall,UberX,1.53,3.0,1.56,3.62
21,Monday,Clear,Suburb,UberXL,1.0,4.0,,6.55
13,Sunday,Rainy,University,UberX,5.8,3.0,1.15,10.84
6,Sunday,Clear,Mall,UberX,6.54,4.0,1.0,13.37
4,Tuesday,Clear,Mall,UberX,1.0,,1.0,6.26
21,Friday,Clear,University,Uber Pool,2.68,4.0,1.2,6.17
4,Sunday,Clear,Mall,UberXL,2.44,1.0,1.0,6.98
22,Sunday,Clear,Mall,Uber Pool,,2.0,,3.02
1,Thursday,Clear,University,Uber Pool,3.03,1.0,1.0,7.35
20,Wednesday,,,UberX,1.0,4.0,,4.36
21,Tuesday,Clear,Airport,UberXL,8.43,2.0,1.0,17.5
5,Monday,Clear,Suburb,Uber Pool,35.71,2.0,1.0,36.37
14,Sunday,Clear,Airport,UberXL,,3.0,1.0,20.04
20,Thursday,Rainy,Downtown,UberXL,3.58,4.0,1.84,13.32
9,Friday,Rainy,Downtown,UberX,8.82,4.0,1.93,25.39
22,Sunday,,Mall,UberXL,6.78,3.0,1.0,13.4
23,Wednesday,Clear,Airport,UberX,,3.0,1.0,28.13
6,Monday,Clear,Downtown,UberX,7.78,2.0,,11.26
4,Friday,Clear,Airport,UberX,8.04,3.0,1.2,19.79
0,Friday,Rainy,Downtown,UberX,2.0,2.0,1.38,8.14
12,Tuesday,Rainy,Suburb,UberX,4.3,,1.15,7.47
20,Sunday,Clear,Downtown,UberX,3.38,3.0,1.6,10.27
17,Tuesday,Clear,Airport,UberX,1.0,4.0,1.6,5.82
12,Monday,Rainy,Mall,UberX,3.01,,1.15,11.12
20,Sunday,Clear,Airport,UberX,5.33,1.0,1.6,14.63
20,Saturday,Clear,University,Uber Black,7.33,1.0,1.92,32.12
17,Sunday,Rainy,,Uber Black,21.81,4.0,1.84,114.26
4,Saturday,Clear,Suburb,Uber Black,2.19,2.0,,8.6
12,Friday,Clear,Suburb,Uber Pool,1.32,2.0,1.2,5.46
3,Tuesday,Clear,Suburb,UberX,16.29,1.0,1.0,20.71
16,Wednesday,Rainy,Downtown,UberX,22.76,,1.15,36.76
2,Sunday,Clear,Suburb,UberX,5.35,2.0,1.0,8.26
16,Wednesday,,Airport,Uber Pool,1.0,4.0,1.3,3.0
10,Sunday,Rainy,Mall,Uber Black,5.31,1.0,1.15,16.84
20,Friday,Clear,Suburb,UberX,1.0,2.0,1.92,3.0
19,Tuesday,Clear,Airport,UberX,17.18,4.0,1.6,
22,Monday,Clear,Downtown,UberXL,9.85,3.0,1.0,19.19
20,Monday,Clear,Downtown,UberX,2.21,1.0,1.6,8.64
3,Monday,Foggy,Mall,UberXL,17.42,4.0,1.0,30.63
1,Sunday,Rainy,Mall,Uber Pool,8.13,,1.15,8.59
19,Sunday,Clear,Airport,UberXL,24.51,2.0,,84.54
15,Wednesday,Rainy,Mall,Uber Pool,31.49,2.0,1.15,34.52
17,Tuesday,Clear,Mall,UberX,1.0,3.0,1.6,6.06
7,Sunday,Rainy,Downtown,UberXL,1.02,4.0,1.61,6.48
2,Tuesday,Rainy,Airport,Uber Pool,6.33,2.0,1.15,12.73
8,Wednesday,Clear,Mall,UberXL,24.96,2.0,1.4,57.89
19,Sunday,Clear,Airport,UberXL,41.25,,1.6,138.41
5,Monday,Rainy,Suburb,Uber Black,6.7,4.0,1.15,19.43
9,Monday,Rainy,Downtown,Uber Pool,1.53,3.0,1.61,6.04
20,Friday,Clear,Downtown,UberX,1.42,2.0,1.92,4.66
9,Saturday,,Downtown,UberX,11.55,4.0,,28.58
12,Thursday,,,UberX,7.17,1.0,1.15,13.45
16,Saturday,,Airport,Uber Pool,6.37,,1.2,13.51
8,Sunday,,Suburb,Uber Pool,5.02,3.0,,7.26
16,Tuesday,Clear,,UberX,10.33,3.0,1.0,15.63
23,Sunday,Clear,Suburb,UberX,15.62,3.0,1.0,20.51
8,Tuesday,,Airport,Uber Pool,2.89,1.0,1.4,6.1
8,Tuesday,Snowy,Downtown,UberX,2.0,3.0,1.82,10.22
0,Saturday,Rainy,University,UberX,8.87,3.0,,18.59
1,Thursday,Clear,,UberX,19.7,,1.0,35.54
15,Friday,Clear,Airport,UberX,3.42,2.0,1.2,7.78
0,Saturday,Clear,Mall,UberXL,2.54,3.0,1.2,9.89
9,Thursday,,Suburb,UberX,2.05,4.0,1.4,5.33
17,Monday,,Suburb,UberXL,2.35,,2.08,11.51
7,Monday,Clear,Mall,Uber Pool,1.16,2.0,1.4,3.0
20,Tuesday,Snowy,University,UberX,,4.0,2.08,19.94
10,Wednesday,Clear,Downtown,UberX,2.64,,1.0,5.94
22,Sunday,Rainy,Downtown,Uber Pool,7.63,3.0,1.15,13.51
1,Sunday,Clear,University,Uber Black,1.0,3.0,1.0,6.71
7,Tuesday,Clear,Mall,UberX,1.0,4.0,1.4,4.39
21,Wednesday,Clear,Airport,UberX,6.15,1.0,1.0,11.61
7,Thursday,Foggy,Suburb,UberX,5.73,2.0,1.4,12.6
16,Monday,,Airport,UberXL,2.53,4.0,1.15,6.97
14,Sunday,Foggy,Suburb,UberX,14.04,4.0,,19.56
16,Saturday,Rainy,Airport,UberX,1.66,,1.38,6.14
22,Wednesday,Foggy,Mall,UberX,3.58,2.0,1.0,6.87
23,Thursday,Clear,Mall,Uber Black,6.49,4.0,1.0,17.47
12,Monday,Clear,University,UberX,16.15,4.0,1.0,24.04
18,Saturday,Rainy,Airport,UberXL,4.34,3.0,2.21,18.85
4,Wednesday,Rainy,Airport,UberX,4.07,4.0,1.15,8.56
11,Tuesday,Rainy,University,UberX,6.93,1.0,1.15,11.56
0,Tuesday,Clear,University,UberXL,3.05,4.0,1.0,7.39
22,Tuesday,,Mall,Uber Black,9.88,2.0,1.0,24.13
4,Sunday,Foggy,Mall,Uber Black,2.29,2.0,1.0,8.49
7,Thursday,Rainy,Airport,Uber Black,13.86,1.0,1.61,66.8
12,Tuesday,Clear,Mall,UberX,2.54,4.0,1.0,7.35
7,Sunday,Rainy,Mall,UberXL,39.36,4.0,1.61,
22,Friday,,Airport,UberX,3.04,4.0,1.2,7.17
10,Sunday,Clear,University,UberX,16.88,4.0,1.0,23.56
0,Monday,Foggy,Airport,Uber Black,4.05,4.0,1.0,14.13
12,Sunday,Snowy,Downtown,Uber Pool,2.26,2.0,1.3,5.56
18,Thursday,Snowy,,Uber Black,2.05,3.0,2.08,14.31
23,Saturday,Foggy,Downtown,Uber Black,15.19,2.0,1.2,48.24
2,Sunday,Clear,Airport,Uber Pool,2.95,3.0,1.0,7.43
23,Tuesday,Clear,Downtown,UberX,3.31,2.0,1.0,8.5
16,Monday,Clear,Downtown,Uber Pool,1.76,1.0,1.0,3.0
4,Wednesday,Clear,Airport,UberXL,26.02,4.0,1.0,57.71
19,Tuesday,Clear,Mall,Uber Black,2.25,,1.6,12.83
20,Monday,Clear,Suburb,UberXL,2.27,2.0,,9.99
7,Friday,Clear,Mall,UberXL,23.04,3.0,1.68,63.66
13,Wednesday,Clear,Downtown,Uber Black,18.49,4.0,1.0,46.75
3,Friday,Clear,Airport,UberX,2.29,1.0,1.2,4.43
10,Saturday,Foggy,,Uber Pool,16.0,4.0,1.2,26.89
19,Monday,Clear,Airport,UberX,2.3,2.0,1.6,6.78
14,Friday,Rainy,Airport,UberX,1.0,2.0,1.38,3.93
18,Saturday,,Suburb,UberX,13.73,3.0,,34.97
6,Monday,Clear,University,UberX,11.81,1.0,1.0,17.6
18,Monday,Snowy,Downtown,UberX,2.79,,2.08,10.71
18,Friday,Clear,Suburb,UberX,1.0,2.0,1.92,
10,Monday,Clear,Mall,UberX,1.85,3.0,1.0,3.0
4,Tuesday,Clear,University,UberX,11.79,4.0,1.0,17.68
4,Monday,Clear,University,UberX,26.76,4.0,1.0,34.9
21,Thursday,Clear,,UberX,2.4,2.0,1.0,7.02
7,Saturday,Clear,Suburb,Uber Pool,13.64,2.0,1.68,21.79
9,Monday,Clear,Mall,UberX,2.07,4.0,1.4,5.75
5,Thursday,Foggy,Airport,UberX,9.11,4.0,1.0,19.29
14,Monday,Rainy,Airport,UberX,1.0,4.0,1.15,4.62
15,Monday,Clear,Downtown,UberX,7.04,3.0,1.0,10.59
16,Friday,,University,UberXL,2.51,1.0,1.2,8.31
7,Tuesday,Clear,Mall,UberX,20.81,2.0,1.4,37.25
7,Saturday,Clear,University,UberX,2.74,2.0,,
8,Tuesday,Clear,Suburb,UberX,4.07,,1.4,9.37
1,Wednesday,Foggy,Downtown,UberXL,14.69,4.0,1.0,30.21
14,Friday,Clear,Airport,Uber Black,4.61,3.0,1.2,19.23
17,Friday,Foggy,Downtown,UberX,,4.0,1.92,7.75
2,Tuesday,Clear,Airport,UberX,6.34,2.0,1.0,10.57
16,Sunday,Snowy,Downtown,UberX,14.66,1.0,1.3,28.76
3,Friday,Rainy,Airport,UberXL,4.54,3.0,1.38,16.25
3,Tuesday,Rainy,University,UberX,1.14,4.0,1.15,3.0
13,Friday,Clear,University,UberX,3.86,2.0,1.2,6.11
8,Monday,Foggy,University,UberX,24.72,1.0,1.4,48.47
8,Tuesday,,University,UberX,1.0,3.0,,4.74
22,Tuesday,Rainy,Downtown,UberX,4.2,3.0,1.15,6.79
17,Thursday,Clear,Airport,UberX,8.35,2.0,,25.05
9,Friday,Rainy,University,UberX,1.0,3.0,1.93,6.76
20,Friday,,Downtown,UberX,3.38,2.0,1.92,10.0
3,Tuesday,Rainy,Airport,UberXL,22.58,,,55.13
11,Monday,Foggy,Downtown,UberX,1.0,1.0,1.0,3.94
7,Monday,Clear,University,Uber Black,11.15,1.0,1.4,38.8
1,Saturday,Clear,Suburb,Uber Black,14.73,3.0,,41.15
21,Monday,Clear,Downtown,UberXL,,,1.0,5.47
12,Friday,Rainy,University,Uber Pool,1.93,4.0,1.38,4.49
20,Sunday,Clear,Mall,UberX,19.7,3.0,,39.69
15,Thursday,Clear,Airport,UberX,11.55,4.0,1.0,18.29
1,Tuesday,Clear,University,UberXL,1.0,2.0,,5.67
10,Wednesday,Rainy,Mall,UberXL,1.91,4.0,1.15,4.42
9,Thursday,Clear,Downtown,UberXL,7.77,3.0,1.4,23.6
14,Sunday,Rainy,Downtown,UberX,4.35,1.0,1.15,9.33
16,Wednesday,Clear,Mall,UberXL,5.61,2.0,1.0,10.51
7,Thursday,Rainy,Mall,Uber Pool,24.22,1.0,1.61,38.18
17,Monday,Snowy,Airport,UberX,4.36,1.0,2.08,16.45
22,Friday,Clear,Downtown,Uber Pool,17.08,1.0,1.2,24.78
8,Sunday,Clear,Mall,UberX,8.65,3.0,1.4,20.21
7,Wednesday,Foggy,Suburb,UberX,1.04,2.0,1.4,4.84
13,Sunday,Clear,Suburb,UberX,10.92,4.0,1.0,15.34
17,Thursday,Clear,,UberX,5.88,1.0,1.6,16.19
21,Friday,Foggy,Airport,UberXL,2.04,4.0,1.2,7.28
19,Sunday,Snowy,Downtown,UberXL,2.73,2.0,2.08,11.7
19,Wednesday,Rainy,Suburb,UberXL,6.52,2.0,,23.54
20,Tuesday,Clear,Mall,UberX,,4.0,1.6,17.89
11,Thursday,Clear,Mall,UberX,27.58,4.0,1.0,34.82
18,Tuesday,Clear,University,UberX,,1.0,1.6,34.08
13,Monday,Rainy,Mall,Uber Pool,1.84,4.0,1.15,3.89
16,Tuesday,Rainy,Airport,UberX,11.9,4.0,,24.75
23,Tuesday,Foggy,Suburb,Uber Pool,1.0,,1.0,4.16
20,Saturday,Clear,University,UberX,1.11,1.0,1.92,3.27
2,Thursday,Rainy,Suburb,UberX,1.78,1.0,1.15,5.02
22,Monday,Clear,Suburb,UberX,7.27,2.0,1.0,9.0
6,Tuesday,Clear,Airport,UberX,1.73,4.0,1.0,3.06
16,Friday,Rainy,Mall,Uber Pool,3.64,3.0,1.38,6.28
11,Wednesday,Clear,Airport,UberXL,2.22,2.0,1.0,6.22
8,Tuesday,Rainy,Mall,Uber Pool,3.29,,1.61,4.7
14,Monday,Rainy,University,Uber Black,22.84,1.0,1.15,61.39
17,Tuesday,Snowy,Airport,UberXL,47.55,4.0,2.08,200.0
20,Wednesday,Rainy,Airport,UberXL,,3.0,1.84,36.83
12,Monday,Foggy,Downtown,UberXL,,2.0,1.0,15.24
20,Thursday,Clear,Airport,UberXL,9.86,1.0,1.6,37.53
7,Monday,,Downtown,UberX,11.82,3.0,1.4,25.93
13,Thursday,Clear,Mall,UberX,10.75,3.0,1.0,16.05
7,Monday,Clear,Mall,UberXL,1.0,2.0,1.4,5.31
13,Sunday,Rainy,Mall,UberX,2.97,3.0,1.15,6.44
6,Wednesday,Rainy,Downtown,UberX,3.37,1.0,1.15,7.47
22,Wednesday,Clear,Mall,Uber Pool,3.69,3.0,1.0,7.9
11,Monday,,Suburb,UberX,3.38,4.0,1.0,7.48
10,Sunday,Clear,Airport,UberXL,12.38,4.0,1.0,28.55
21,Tuesday,Rainy,Downtown,UberX,11.01,,1.15,16.58
21,Wednesday,Rainy,Mall,Uber Black,1.0,4.0,1.15,6.12
10,Thursday,Rainy,Suburb,UberX,2.81,4.0,1.15,7.49
21,Thursday,Clear,Airport,Uber Pool,7.82,3.0,1.0,10.72
12,Friday,Clear,Airport,Uber Pool,1.03,1.0,1.2,4.29
17,Saturday,Rainy,Mall,Uber Pool,1.0,1.0,,4.29
1,Sunday,,Suburb,UberX,14.1,3.0,1.15,
20,Saturday,Clear,Downtown,UberX,4.82,4.0,1.92,15.33
14,Saturday,Rainy,Mall,Uber Pool,15.49,3.0,1.38,
19,Thursday,Clear,Airport,Uber Black,13.88,4.0,1.6,69.07
17,Friday,Rainy,Airport,Uber Pool,17.91,4.0,2.21,49.56
14,Saturday,,Airport,UberXL,1.0,4.0,,4.83
18,Saturday,Rainy,Mall,UberX,1.65,1.0,2.21,8.31
22,Monday,Clear,University,UberX,2.81,2.0,1.0,7.22
23,Monday,Clear,University,Uber Black,1.17,1.0,1.0,4.09
11,Monday,Rainy,University,Uber Black,5.32,4.0,1.15,15.87
12,Tuesday,Rainy,Suburb,UberX,12.83,3.0,1.15,16.77
21,Saturday,Rainy,Mall,UberX,24.16,3.0,,40.9
10,Tuesday,Rainy,,UberXL,17.63,4.0,1.15,45.67
4,Friday,Clear,Suburb,UberXL,4.89,2.0,1.2,12.16
0,Sunday,Snowy,University,UberX,8.1,1.0,1.3,15.03
23,Thursday,Rainy,Downtown,UberX,2.1,1.0,1.15,6.21
2,Saturday,Clear,Suburb,UberX,4.13,4.0,1.2,7.65
21,Thursday,Rainy,Suburb,UberX,16.39,,1.15,22.94
18,Sunday,Clear,,Uber Pool,1.0,2.0,,3.0
22,Monday,Clear,Suburb,Uber Black,6.09,1.0,1.0,19.34
6,Saturday,Clear,Mall,Uber Black,16.5,2.0,1.2,45.83
11,Wednesday,,Downtown,Uber Black,1.04,,1.15,5.25
14,Tuesday,Foggy,Airport,UberX,32.39,2.0,1.0,53.81
4,Tuesday,Rainy,Airport,Uber Black,1.0,2.0,1.15,7.26
14,Saturday,Clear,University,Uber Pool,17.38,2.0,1.2,21.87
7,Sunday,Clear,University,UberXL,3.49,3.0,1.4,12.37
9,Monday,Clear,Downtown,UberX,1.14,3.0,1.4,4.28
15,Tuesday,Clear,Airport,Uber Black,1.37,3.0,1.0,6.4
7,Monday,Rainy,University,Uber Pool,9.66,1.0,1.61,16.47
0,Friday,Snowy,Suburb,UberX,16.37,2.0,1.56,34.3
11,Thursday,Clear,Mall,UberX,8.2,4.0,1.0,10.27
4,Sunday,Rainy,University,Uber Pool,21.13,4.0,1.15,25.81
2,Wednesday,Foggy,Downtown,Uber Pool,14.79,1.0,1.0,18.03
0,Thursday,Clear,Airport,UberX,1.0,1.0,1.0,5.6
3,Thursday,Rainy,Downtown,UberX,8.86,4.0,1.15,16.77
7,Friday,Rainy,Mall,UberX,2.91,2.0,1.93,7.87
2,Tuesday,Rainy,,UberX,4.85,3.0,1.15,10.06
9,Wednesday,Clear,Downtown,Uber Pool,1.0,1.0,1.4,5.0
1,Tuesday,Rainy,University,UberX,2.65,1.0,1.15,7.31
10,Saturday,Rainy,University,UberX,8.01,1.0,1.38,16.07
9,Thursday,Clear,Airport,Uber Pool,1.97,4.0,1.4,5.5
20,Saturday,Clear,Airport,UberX,8.34,3.0,1.92,28.97
13,Monday,Clear,Suburb,Uber Black,20.51,2.0,1.0,47.63
6,Thursday,Foggy,Suburb,UberX,1.0,2.0,1.0,3.0
1,Tuesday,Clear,Airport,Uber Black,12.33,4.0,1.0,37.15
8,Thursday,Foggy,Suburb,Uber Pool,8.2,1.0,1.4,15.07
15,Monday,Clear,Downtown,UberX,1.0,4.0,1.0,3.0
12,Friday,Clear,University,Uber Black,,4.0,1.2,39.07
8,Saturday,Clear,Suburb,Uber Pool,2.03,2.0,,5.61
19,Saturday,Clear,Suburb,Uber Pool,2.47,3.0,1.92,4.78
3,Tuesday,Clear,Downtown,UberX,1.0,2.0,1.0,5.01
21,Thursday,Rainy,Mall,UberX,6.12,4.0,1.15,9.88
9,Tuesday,Clear,Airport,UberX,5.52,4.0,1.4,14.7
21,Friday,Clear,Downtown,UberX,3.41,1.0,1.2,5.15
11,Thursday,Clear,Mall,UberX,1.48,1.0,1.0,6.29
16,Thursday,Rainy,Downtown,UberX,14.56,4.0,1.15,24.16
13,Tuesday,Rainy,University,Uber Black,16.72,2.0,1.15,46.0
13,Tuesday,Rainy,Downtown,UberXL,6.22,1.0,1.15,15.38
1,Monday,,Downtown,Uber Pool,2.24,3.0,1.3,6.71
20,Sunday,Clear,University,Uber Black,1.0,3.0,1.6,5.91
19,Sunday,Clear,Airport,UberX,16.23,4.0,1.6,44.29
10,Friday,Clear,Mall,UberXL,1.0,3.0,1.2,4.38
15,Sunday,Clear,Suburb,Uber Black,1.0,3.0,1.0,4.83
18,Monday,Rainy,,UberX,5.07,1.0,1.84,15.85
22,Saturday,Clear,Downtown,UberX,10.51,1.0,1.2,20.73
5,Thursday,Clear,Suburb,Uber Pool,4.89,2.0,1.0,7.91
23,Tuesday,Clear,University,UberX,1.0,1.0,1.0,4.58
18,Thursday,Snowy,Airport,Uber Pool,9.37,2.0,2.08,26.9
4,Thursday,Snowy,Mall,Uber Pool,8.23,1.0,1.3,10.56
3,Wednesday,Clear,,UberX,9.15,4.0,1.0,16.88
14,Saturday,Clear,Airport,Uber Black,1.9,2.0,1.2,10.68
3,Wednesday,Foggy,Suburb,UberX,12.71,4.0,1.0,17.7
19,Sunday,Snowy,University,Uber Pool,5.22,2.0,,12.98
9,Thursday,Clear,University,Uber Black,6.15,3.0,1.4,22.57
